,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
542,0.58,0.41,0.24,0.11,0.07,0.07,0.06,0.98,0.74,0.3,0.66,0.57
543,0.7,0.37,0.24,0.14,0.085,0.22,0.18,0.99,0.72,0.39,0.74,0.71
544,0.9,0.13,0.74,0.09,0.075,0.08,0.04,0.99,0.66,0.44,0.56,0.71
545,0.57,0.24,0.49,0.15,0.094,0.53,0.36,0.99,0.73,0.3,0.61,0.57
546,0.46,0.29,0.24,0.11,0.078,0.14,0.09,0.99,0.84,0.43,0.63,0.71
547,0.66,0.13,0.49,0.14,0.067,0.08,0.06,0.99,0.78,0.48,0.72,0.71
548,0.78,0.16,0.49,0.15,0.079,0.37,0.23,0.99,0.74,0.41,0.69,0.71
549,0.56,0.28,0.49,0.1,0.171,0.08,0.08,0.99,0.78,0.31,0.63,0.71
550,0.42,0.27,0.01,0.11,0.07400000000000001,0.12,0.08,0.98,0.8,0.28,0.63,0.71
551,0.58,0.21,0.24,0.16,0.092,0.19,0.15,0.99,0.76,0.4,0.67,0.71
552,0.59,0.23,0.24,0.15,0.092,0.19,0.14,0.99,0.74,0.4,0.67,0.71
553,0.3,0.63,0.24,0.08,0.05,0.44,0.33,0.98,0.92,0.32,0.77,0.57
554,0.97,0.36,0.49,0.25,0.095,0.14,0.07,1.0,0.68,0.4,0.74,0.57
555,0.97,0.36,0.49,0.25,0.095,0.14,0.07,1.0,0.68,0.4,0.74,0.57
556,0.68,0.28,0.49,0.28,0.11800000000000001,0.14,0.05,0.99,0.72,0.28,0.78,0.71
557,0.98,0.36,0.49,0.25,0.095,0.14,0.07,1.0,0.68,0.4,0.74,0.57
558,0.68,0.28,0.49,0.28,0.11800000000000001,0.14,0.05,0.99,0.72,0.28,0.78,0.71
559,0.81,0.24,0.49,0.26,0.085,0.08,0.15,1.0,0.79,0.36,0.85,0.71
560,0.8,0.33,0.49,0.16,0.075,0.07,0.06,0.99,0.74,0.29,0.76,0.57
561,0.56,0.22,0.49,0.13,0.078,0.36,0.41,0.99,0.77,0.29,0.61,0.57
562,0.56,0.29,0.49,0.17,0.094,0.57,0.37,0.99,0.73,0.31,0.61,0.57
563,0.47,0.12,0.49,0.15,0.092,0.35,0.2,0.98,0.79,0.31,0.67,0.71
564,0.81,0.24,0.49,0.26,0.085,0.08,0.15,1.0,0.79,0.36,0.85,0.71
565,0.8,0.33,0.49,0.16,0.075,0.07,0.06,0.99,0.74,0.29,0.76,0.57
566,0.54,0.4,0.24,0.14,0.226,0.07,0.04,0.99,0.8,0.31,0.6,0.71
567,0.54,0.4,0.24,0.14,0.226,0.07,0.04,0.99,0.8,0.31,0.6,0.71
568,0.61,0.26,0.49,0.15,0.25,0.07,0.06,0.99,0.79,0.44,0.72,0.71
569,0.38,0.16,0.24,0.12,0.095,0.26,0.14,0.98,0.87,0.29,0.78,0.71
570,0.72,0.16,0.49,0.19,0.07,0.14,0.12,0.99,0.8,0.52,0.74,0.71
571,0.38,0.16,0.24,0.12,0.095,0.26,0.14,0.98,0.87,0.29,0.78,0.71
572,0.64,0.08,0.49,0.13,0.075,0.14,0.09,0.99,0.74,0.31,0.69,0.57
573,0.66,0.32,0.49,0.11,0.07,0.19,0.15,0.99,0.79,0.28,0.64,0.43
574,0.66,0.15,0.49,0.19,0.078,0.28,0.26,0.99,0.76,0.38,0.67,0.71
575,0.77,0.1,0.49,0.18,0.079,0.39,0.15,0.99,0.76,0.44,0.68,0.71
576,0.62,0.26,0.24,0.13,0.10300000000000001,0.08,0.04,0.99,0.8,0.25,0.67,0.43
577,0.55,0.22,0.49,0.16,0.083,0.25,0.38,0.99,0.79,0.31,0.63,0.57
578,0.55,0.24,0.49,0.17,0.085,0.24,0.37,0.99,0.79,0.31,0.65,0.57
579,0.66,0.13,0.49,0.12,0.063,0.25,0.13,0.99,0.74,0.25,0.65,0.71
580,0.77,0.26,0.49,0.12,0.08900000000000001,0.07,0.04,0.99,0.76,0.2,0.64,0.57
581,0.77,0.26,0.49,0.12,0.08900000000000001,0.07,0.04,0.99,0.76,0.2,0.64,0.57
582,0.73,0.25,0.49,0.12,0.083,0.07,0.04,0.99,0.76,0.19,0.61,0.57
583,0.75,0.11,0.49,0.1,0.07400000000000001,0.14,0.06,0.99,0.7,0.35,0.66,0.86
584,0.74,0.14,0.49,0.2,0.09300000000000001,0.75,0.27,0.99,0.79,0.42,0.72,0.86
585,0.47,0.27,0.24,0.13,0.091,0.11,0.12,0.99,0.84,0.35,0.64,0.71
586,0.69,0.13,0.49,0.15,0.094,0.22,0.15,0.99,0.74,0.59,0.71,0.86
587,0.45,0.42,0.24,0.1,0.10800000000000001,0.25,0.35,0.98,0.78,0.3,0.62,0.57
588,0.3,0.21,0.24,0.11,0.06,0.26,0.16,0.97,0.91,0.4,0.94,1.0
589,0.64,0.12,0.49,0.15,0.059000000000000004,0.07,0.04,0.99,0.72,0.4,0.7,0.86
590,0.56,0.23,0.49,0.15,0.084,0.29,0.25,0.99,0.81,0.29,0.65,0.57
591,0.41,0.18,0.49,0.09,0.07,0.32,0.51,0.97,0.74,0.24,0.77,0.71
592,0.56,0.23,0.49,0.15,0.084,0.29,0.25,0.99,0.81,0.29,0.65,0.57
593,0.62,0.25,0.58,0.21,0.094,0.12,0.14,0.99,0.79,0.29,0.6,0.57
594,0.49,0.41,0.17,0.15,0.096,0.28,0.12,0.99,0.82,0.26,0.63,0.57
595,0.55,0.33,0.41,0.5,0.086,0.42,0.37,0.99,0.78,0.29,0.62,0.57
596,0.78,0.19,0.51,0.11,0.059000000000000004,0.08,0.07,0.99,0.72,0.31,0.62,0.71
597,0.74,0.32,0.58,0.1,0.071,0.07,0.05,0.99,0.73,0.33,0.67,0.71
598,0.53,0.32,0.18,0.11,0.078,0.07,0.09,0.98,0.76,0.23,0.65,0.71
599,0.8,0.32,0.45,0.13,0.08199999999999999,0.15,0.07,0.99,0.7,0.38,0.62,0.71
600,0.51,0.54,0.27,0.11,0.08800000000000001,0.1,0.07,0.98,0.78,0.22,0.67,0.43
601,0.83,0.23,0.52,0.12,0.071,0.17,0.11,0.99,0.73,0.28,0.6,0.71
602,0.48,0.49,0.0,0.15,0.081,0.08,0.04,0.99,0.79,0.25,0.62,0.57
603,0.83,0.23,0.52,0.12,0.071,0.17,0.11,0.99,0.73,0.28,0.6,0.71
604,0.51,0.32,0.13,0.17,0.096,0.19,0.21,0.99,0.75,0.32,0.61,0.71
605,0.51,0.33,0.13,0.15,0.085,0.08,0.07,0.99,0.79,0.3,0.61,0.71
606,0.58,0.2,0.48,0.28,0.07200000000000001,0.14,0.06,0.99,0.8,0.44,0.82,0.86
607,0.55,0.25,0.41,0.19,0.092,0.36,0.17,0.99,0.79,0.26,0.7,0.71
608,0.63,0.36,0.37,0.31,0.11,0.15,0.22,1.0,0.8,0.34,0.69,0.71
609,0.39,0.16,0.19,0.19,0.075,0.21,0.13,0.98,0.87,0.25,0.85,0.71
610,0.55,0.08,0.54,0.14,0.083,0.35,0.19,0.99,0.82,0.27,0.61,0.57
611,0.83,0.18,0.55,0.15,0.081,0.07,0.05,0.99,0.7,0.27,0.63,0.57
612,0.46,0.36,0.0,0.13,0.077,0.25,0.09,0.98,0.8,0.31,0.67,0.71
613,0.51,0.18,0.38,0.07,0.057999999999999996,0.14,0.09,0.98,0.78,0.4,0.65,0.57
614,0.57,0.43,0.18,0.12,0.14800000000000002,0.14,0.35,0.98,0.67,0.82,0.68,0.71
615,0.6,0.33,0.5,0.13,0.079,0.39,0.24,0.99,0.85,0.29,0.65,0.57
616,0.6,0.33,0.5,0.13,0.079,0.39,0.24,0.99,0.85,0.29,0.65,0.57
617,0.72,0.13,0.51,0.12,0.079,0.19,0.09,0.99,0.71,0.53,0.65,0.71
618,0.71,0.23,0.5,0.15,0.122,0.06,0.05,0.99,0.74,0.38,0.68,0.57
619,0.71,0.17,0.41,0.13,0.08800000000000001,0.08,0.05,0.99,0.73,0.44,0.62,0.57
620,0.51,0.29,0.24,0.2,0.076,0.22,0.38,0.99,0.78,0.31,0.63,0.57
621,0.51,0.3,0.23,0.2,0.078,0.19,0.35,0.99,0.79,0.32,0.63,0.57
622,0.62,0.32,0.22,0.1,0.08,0.12,0.1,0.99,0.74,0.27,0.63,0.57
623,0.49,0.27,0.25,0.17,0.077,0.29,0.15,0.99,0.85,0.55,0.81,0.71
624,0.42,0.39,0.0,0.35,0.124,0.29,0.19,0.99,0.84,0.39,0.68,0.57
625,0.42,0.39,0.0,0.35,0.124,0.29,0.19,0.99,0.84,0.39,0.68,0.57
626,0.55,0.33,0.29,0.12,0.098,0.07,0.04,0.99,0.81,0.23,0.61,0.57
627,0.55,0.33,0.29,0.12,0.098,0.07,0.04,0.99,0.81,0.23,0.61,0.57
628,0.54,0.29,0.26,0.14,0.09699999999999999,0.1,0.1,0.99,0.78,0.31,0.62,0.71
629,0.47,0.39,0.23,0.13,0.111,0.28,0.28,0.98,0.76,0.31,0.62,0.57
630,0.54,0.29,0.26,0.14,0.09699999999999999,0.1,0.1,0.99,0.78,0.31,0.62,0.71
631,0.65,0.11,0.54,0.15,0.105,0.07,0.06,0.99,0.78,0.33,0.63,0.57
632,0.47,0.2,0.14,0.17,0.087,0.29,0.14,0.98,0.8,0.29,0.7,0.71
633,0.63,0.56,0.22,0.2,0.105,0.15,0.29,0.99,0.83,0.34,0.76,0.43
634,0.49,0.16,0.21,0.1,0.073,0.64,0.35,0.98,0.78,0.29,0.63,0.57
635,0.54,0.49,0.0,0.07,0.065,0.33,0.11,0.98,0.78,0.27,0.65,0.57
636,0.6,0.52,0.28,0.13,0.086,0.42,0.5,0.99,0.77,0.26,0.63,0.57
637,0.59,0.52,0.27,0.13,0.084,0.43,0.5,0.99,0.77,0.26,0.63,0.57
638,0.48,0.54,0.12,0.12,0.14300000000000002,0.1,0.07,0.98,0.81,0.34,0.68,0.86
639,0.55,0.12,0.35,0.1,0.067,0.35,0.19,0.98,0.76,0.82,0.69,0.71
640,0.62,0.29,0.45,0.13,0.071,0.22,0.13,0.99,0.82,0.32,0.63,0.57
641,0.59,0.32,0.44,0.13,0.071,0.29,0.23,0.99,0.84,0.33,0.63,0.57
642,0.62,0.29,0.45,0.13,0.071,0.22,0.13,0.99,0.82,0.32,0.63,0.57
643,0.59,0.32,0.44,0.13,0.071,0.29,0.23,0.99,0.84,0.33,0.63,0.57
644,0.62,0.29,0.45,0.13,0.071,0.22,0.13,0.99,0.82,0.32,0.63,0.57
645,0.48,0.36,0.1,0.37,0.115,0.07,0.03,0.99,0.81,0.37,0.67,0.86
646,0.45,0.38,0.05,0.21,0.107,0.08,0.06,0.99,0.82,0.33,0.67,0.57
647,0.51,0.5,0.01,0.12,0.07,0.07,0.04,0.98,0.8,0.29,0.74,0.43
648,0.54,0.25,0.3,0.16,0.066,0.14,0.09,0.98,0.8,0.36,0.75,0.86
649,0.41,0.21,0.27,0.55,0.068,0.33,0.51,0.98,0.75,0.29,0.76,0.71
650,0.67,0.21,0.39,0.12,0.106,0.11,0.1,0.99,0.67,0.24,0.64,0.57
651,0.61,0.52,0.25,0.14,0.10400000000000001,0.49,0.53,0.99,0.82,0.36,0.75,0.57
652,1.0,0.16,0.65,0.47,0.096,0.31,0.24,0.99,0.7,0.47,1.0,0.57
653,0.7,0.14,0.59,0.16,0.079,0.12,0.09,0.99,0.74,0.27,0.86,0.71
654,0.64,0.24,0.47,0.13,0.07400000000000001,0.1,0.09,0.99,0.73,0.21,0.68,0.57
655,0.72,0.29,0.17,0.17,0.087,0.28,0.18,0.99,0.74,0.31,0.67,0.57
656,0.8,0.21,0.39,0.12,0.106,0.11,0.1,0.99,0.67,0.24,0.68,0.57
657,0.9,0.26,0.59,0.07,0.073,0.32,0.14,0.99,0.68,0.36,0.75,0.86
658,0.53,0.27,0.07,0.07,0.07400000000000001,0.07,0.06,0.99,0.8,0.45,0.68,0.71
659,0.52,0.49,0.02,0.27,0.096,0.07,0.04,0.98,0.82,0.29,0.78,0.43
660,0.53,0.27,0.07,0.07,0.07400000000000001,0.07,0.06,0.99,0.8,0.45,0.68,0.71
661,0.56,0.21,0.31,0.08,0.08,0.21,0.14,0.99,0.79,0.34,0.64,0.57
662,0.53,0.31,0.06,0.08,0.076,0.12,0.08,0.99,0.81,0.38,0.68,0.71
663,0.75,0.11,0.46,0.09,0.05,0.07,0.04,0.99,0.72,0.44,0.73,0.71
664,0.91,0.19,0.52,0.11,0.092,0.21,0.18,0.99,0.71,0.35,0.73,0.57
665,0.7,0.32,0.14,0.11,0.084,0.35,0.16,0.99,0.74,0.28,0.69,0.57
666,0.62,0.25,0.36,0.09,0.222,0.08,0.05,0.99,0.76,0.31,0.68,0.71
667,0.85,0.15,0.45,0.11,0.08199999999999999,0.08,0.04,0.99,0.69,0.35,0.65,0.71
668,0.75,0.42,0.43,0.13,0.059000000000000004,0.21,0.1,0.98,0.75,0.29,0.78,0.57
669,0.85,0.15,0.45,0.11,0.08199999999999999,0.08,0.04,0.99,0.69,0.35,0.65,0.71
670,0.51,0.19,0.24,0.14,0.083,0.42,0.15,0.98,0.78,0.29,0.71,0.57
671,0.61,0.42,0.21,0.09,0.07400000000000001,0.07,0.04,0.98,0.76,0.25,0.68,0.57
672,0.73,0.77,0.34,0.11,0.079,0.44,0.52,0.99,0.75,0.26,0.68,0.57
673,0.61,0.42,0.21,0.09,0.07400000000000001,0.07,0.04,0.98,0.76,0.25,0.68,0.57
674,0.81,0.19,0.41,0.12,0.084,0.1,0.05,0.99,0.73,0.36,0.66,0.71
675,0.69,0.2,0.39,0.12,0.064,0.17,0.1,0.99,0.78,0.34,0.73,0.57
676,0.81,0.19,0.41,0.12,0.084,0.1,0.05,0.99,0.73,0.36,0.66,0.71
677,0.64,0.47,0.11,0.13,0.084,0.17,0.1,0.99,0.82,0.23,0.7,0.57
678,0.62,0.45,0.1,0.15,0.081,0.62,0.29,0.99,0.84,0.26,0.71,0.57
679,0.81,0.1,0.45,0.19,0.06,0.28,0.16,0.99,0.74,0.27,0.68,0.57
680,1.0,0.21,0.58,0.1,0.07,0.21,0.13,0.99,0.72,0.23,0.64,0.57
681,0.61,0.23,0.23,0.12,0.094,0.22,0.09,0.98,0.76,0.23,0.73,0.71
682,0.65,0.23,0.31,0.12,0.078,0.44,0.19,0.99,0.8,0.27,0.7,0.57
683,0.62,0.45,0.23,0.15,0.059000000000000004,0.07,0.04,0.98,0.81,0.28,0.8,0.57
684,0.75,0.59,0.32,0.13,0.078,0.49,0.52,0.99,0.78,0.23,0.67,0.57
685,0.62,0.45,0.23,0.15,0.059000000000000004,0.07,0.04,0.98,0.81,0.28,0.8,0.57
686,0.54,0.36,0.18,0.09,0.07,0.18,0.13,0.98,0.83,0.31,0.65,0.57
687,0.7,0.36,0.23,0.18,0.095,0.18,0.12,0.99,0.79,0.3,0.69,0.57
688,0.59,0.37,0.04,0.08,0.039,0.06,0.02,0.98,0.82,0.22,0.67,0.57
689,0.62,0.18,0.48,0.09,0.157,0.07,0.05,0.99,0.79,0.61,0.67,0.57
690,0.57,0.73,0.0,0.26,0.09699999999999999,0.07,0.04,0.98,0.89,0.27,0.76,0.28
691,0.71,0.55,0.24,0.15,0.087,0.17,0.31,0.99,0.84,0.27,0.7,0.57
692,0.66,0.25,0.51,0.11,0.42200000000000004,0.22,0.21,0.99,0.71,0.69,0.64,0.57
693,0.69,0.25,0.32,0.16,0.084,0.29,0.42,0.99,0.8,0.32,0.67,0.57
694,0.69,0.24,0.31,0.15,0.084,0.33,0.43,0.99,0.79,0.31,0.67,0.57
695,0.38,0.24,0.02,0.06,0.034,0.25,0.14,0.97,0.97,0.32,0.91,0.71
696,0.53,0.36,0.02,0.11,0.066,0.11,0.08,0.99,0.84,0.36,0.68,0.71
697,0.53,0.36,0.02,0.11,0.066,0.11,0.08,0.99,0.84,0.36,0.68,0.71
698,0.72,0.34,0.28,0.19,0.087,0.25,0.24,0.99,0.79,0.26,0.69,0.57
699,0.91,0.18,0.55,0.11,0.071,0.07,0.06,0.99,0.74,0.32,0.77,0.71
700,0.82,0.62,0.43,0.17,0.076,0.36,0.3,0.99,0.73,0.29,0.72,0.71
701,0.53,0.36,0.02,0.11,0.066,0.11,0.08,0.99,0.84,0.36,0.68,0.71
702,0.53,0.36,0.02,0.11,0.067,0.12,0.07,0.98,0.84,0.36,0.67,0.71
703,0.57,0.18,0.48,0.15,0.073,0.31,0.28,0.99,0.8,0.38,0.68,0.43
704,0.7,0.44,0.04,0.08,0.078,0.06,0.04,0.99,0.79,0.27,0.69,0.43
705,0.64,0.63,0.15,0.37,0.073,0.15,0.18,0.99,0.81,0.23,0.7,0.57
706,0.53,0.45,0.08,0.11,0.09300000000000001,0.14,0.06,0.98,0.82,0.22,0.71,0.57
707,0.57,0.25,0.19,0.17,0.077,0.22,0.12,0.98,0.81,0.25,0.75,0.57
708,0.6,0.29,0.12,0.14,0.068,0.15,0.11,0.98,0.8,0.31,0.83,0.71
709,0.75,0.13,0.47,0.08,0.062,0.18,0.11,0.99,0.78,0.35,0.71,0.71
710,0.82,0.62,0.43,0.16,0.08,0.29,0.28,0.99,0.72,0.29,0.72,0.57
711,0.68,0.3,0.34,0.17,0.09300000000000001,0.22,0.38,0.99,0.81,0.31,0.68,0.57
712,0.67,0.39,0.0,0.19,0.084,0.18,0.11,0.99,0.81,0.21,0.67,0.57
713,0.61,0.21,0.36,0.13,0.075,0.14,0.16,0.99,0.8,0.21,0.67,0.57
714,0.76,0.42,0.28,0.15,0.078,0.29,0.26,0.99,0.79,0.25,0.7,0.57
715,0.55,0.25,0.18,0.15,0.069,0.18,0.11,0.98,0.79,0.23,0.65,0.71
716,0.61,0.21,0.36,0.13,0.075,0.14,0.16,0.99,0.8,0.21,0.67,0.57
717,0.58,0.23,0.11,0.15,0.079,0.17,0.16,0.98,0.76,0.29,0.71,0.57
718,0.64,0.3,0.04,0.11,0.08199999999999999,0.14,0.07,0.99,0.77,0.2,0.68,0.57
719,0.54,0.37,0.0,0.23,0.086,0.24,0.15,0.99,0.84,0.27,0.68,0.57
720,0.64,0.3,0.04,0.11,0.08199999999999999,0.14,0.07,0.99,0.77,0.2,0.68,0.57
721,0.68,0.25,0.24,0.16,0.094,0.49,0.36,0.99,0.73,0.26,0.65,0.57
722,0.58,0.21,0.08,0.15,0.084,0.21,0.16,0.98,0.76,0.3,0.71,0.57
723,0.54,0.13,0.3,0.12,0.053,0.5,0.43,0.98,0.69,1.0,0.68,0.57
724,0.57,0.68,0.1,0.18,0.086,0.07,0.03,0.98,0.86,0.38,0.8,0.43
725,0.69,0.37,0.17,0.17,0.077,0.07,0.04,0.99,0.79,0.34,0.74,0.57
726,0.62,0.41,0.09,0.16,0.084,0.25,0.16,0.99,0.83,0.48,0.79,0.71
727,0.49,0.31,0.02,0.09,0.067,0.06,0.03,0.98,0.84,0.45,0.68,0.57
728,0.49,0.31,0.02,0.09,0.067,0.06,0.03,0.98,0.84,0.45,0.68,0.57
729,0.49,0.51,0.03,0.19,0.071,0.37,0.19,0.98,0.88,0.29,0.91,0.71
730,0.73,0.29,0.66,0.13,0.387,0.17,0.12,0.99,0.75,0.44,0.68,0.57
731,0.68,0.52,0.13,0.2,0.08800000000000001,0.06,0.04,0.99,0.83,0.31,0.82,0.57
732,0.56,0.49,0.03,0.11,0.092,0.14,0.06,0.98,0.82,0.27,0.68,0.57
733,0.53,0.23,0.34,0.15,0.08199999999999999,0.22,0.24,0.99,0.86,0.38,0.68,0.57
734,0.59,0.3,0.2,0.11,0.075,0.12,0.13,0.99,0.84,0.4,0.66,0.57
735,0.59,0.58,0.1,0.11,0.11199999999999999,0.15,0.07,0.98,0.78,0.3,0.68,0.57
736,0.59,0.58,0.1,0.11,0.11199999999999999,0.15,0.07,0.98,0.78,0.3,0.68,0.57
737,0.63,0.32,0.0,0.14,0.09300000000000001,0.26,0.19,0.99,0.85,0.42,0.66,0.71
738,0.69,0.23,0.23,0.16,0.092,0.39,0.35,0.99,0.73,0.35,0.65,0.57
739,0.69,0.39,0.0,0.13,0.08800000000000001,0.26,0.12,0.99,0.81,0.38,0.66,0.57
740,0.64,0.44,0.29,0.25,0.075,0.17,0.05,0.98,0.84,0.45,0.82,0.71
741,0.71,0.28,0.24,0.15,0.078,0.39,0.48,0.99,0.76,0.36,0.68,0.57
742,0.49,0.34,0.0,0.1,0.065,0.12,0.05,0.99,0.84,0.42,0.65,0.57
743,0.9,0.2,0.58,0.16,0.096,0.35,0.34,0.99,0.74,0.32,0.71,0.57
744,0.86,0.18,0.54,0.15,0.095,0.29,0.34,0.99,0.74,0.31,0.68,0.57
745,0.56,0.27,0.18,0.11,0.07,0.17,0.09,0.99,0.86,0.49,0.68,0.71
746,0.63,0.15,0.38,0.14,0.08,0.17,0.19,0.99,0.79,0.27,0.64,0.71
747,0.66,0.14,0.4,0.15,0.083,0.22,0.23,0.99,0.79,0.28,0.67,0.57
748,0.55,0.26,0.18,0.11,0.071,0.17,0.1,0.99,0.86,0.48,0.68,0.71
749,0.56,0.27,0.18,0.11,0.07,0.17,0.09,0.99,0.86,0.49,0.68,0.71
750,0.64,0.36,0.1,0.17,0.08900000000000001,0.24,0.13,0.99,0.79,0.34,0.68,0.57
751,0.64,0.36,0.1,0.17,0.08900000000000001,0.24,0.13,0.99,0.79,0.34,0.68,0.57
752,0.58,0.29,0.13,0.14,0.09699999999999999,0.33,0.22,0.99,0.82,0.39,0.67,0.57
753,0.64,0.36,0.1,0.17,0.08900000000000001,0.24,0.13,0.99,0.79,0.34,0.68,0.57
754,0.6,0.25,0.68,0.09,0.415,0.19,0.1,0.98,0.73,0.77,0.65,0.71
755,0.6,0.54,0.07,0.1,0.057999999999999996,0.31,0.15,0.98,0.85,0.24,0.76,0.71
756,0.48,0.59,0.01,0.11,0.057,0.21,0.11,0.98,0.88,0.26,0.8,0.71
757,0.62,0.51,0.0,0.12,0.084,0.14,0.1,0.98,0.78,0.3,0.7,0.57
758,0.62,0.51,0.0,0.12,0.084,0.14,0.1,0.98,0.78,0.3,0.7,0.57
759,0.68,0.21,0.21,0.14,0.092,0.46,0.3,0.99,0.76,0.31,0.65,0.57
760,0.69,0.32,0.25,0.16,0.075,0.12,0.35,0.99,0.77,0.36,0.69,0.57
761,0.72,0.37,0.26,0.11,0.096,0.07,0.11,0.99,0.78,0.23,0.68,0.57
762,0.68,0.4,0.0,0.09,0.069,0.11,0.06,0.98,0.79,0.32,0.71,0.71
763,0.72,0.37,0.26,0.11,0.096,0.07,0.11,0.99,0.78,0.23,0.68,0.57
764,0.7,0.38,0.11,0.16,0.09300000000000001,0.15,0.14,0.99,0.79,0.34,0.68,0.71
765,0.71,0.38,0.1,0.17,0.091,0.17,0.16,0.99,0.79,0.33,0.68,0.71
766,0.68,0.32,0.18,0.17,0.08900000000000001,0.17,0.25,0.99,0.74,0.33,0.67,0.57
767,0.57,0.33,0.32,0.15,0.10300000000000001,0.18,0.33,0.99,0.84,0.4,0.68,0.57
768,0.54,0.32,0.02,0.13,0.08199999999999999,0.33,0.32,0.99,0.86,0.32,0.69,0.71
769,0.6,0.41,0.01,0.1,0.076,0.1,0.1,0.98,0.82,0.33,0.68,0.57
770,0.54,0.32,0.02,0.13,0.08199999999999999,0.33,0.32,0.99,0.86,0.32,0.69,0.71
771,0.72,0.39,0.26,0.13,0.08199999999999999,0.32,0.49,0.99,0.79,0.34,0.67,0.57
772,0.73,0.31,0.27,0.13,0.08199999999999999,0.32,0.49,0.99,0.78,0.34,0.67,0.57
773,0.6,0.19,0.29,0.09,0.157,0.01,0.14,0.99,0.79,0.65,0.68,0.71
774,0.6,0.19,0.3,0.09,0.157,0.03,0.15,0.99,0.79,0.64,0.68,0.71
775,0.55,0.6,0.0,0.17,0.102,0.1,0.05,0.98,0.83,0.26,0.71,0.57
776,0.53,0.44,0.18,0.13,0.243,0.08,0.16,0.98,0.82,0.38,0.73,0.71
777,0.53,0.35,0.17,0.13,0.24100000000000002,0.08,0.05,0.98,0.82,0.37,0.73,0.71
778,0.64,0.21,0.3,0.2,0.079,0.1,0.11,0.99,0.81,0.39,0.75,0.57
779,0.54,0.27,0.03,0.15,0.076,0.29,0.31,0.99,0.85,0.38,0.7,0.57
780,0.53,0.31,0.0,0.11,0.19,0.17,0.15,0.98,0.79,0.38,0.67,0.71
781,0.49,0.23,0.14,0.13,0.114,0.12,0.12,0.99,0.9,0.42,0.7,0.57
782,0.69,0.48,0.05,0.13,0.081,0.36,0.33,0.99,0.81,0.32,0.71,0.57
783,0.49,0.23,0.14,0.13,0.114,0.12,0.12,0.99,0.9,0.42,0.7,0.57
784,0.54,0.32,0.01,0.14,0.077,0.28,0.29,0.99,0.86,0.37,0.7,0.57
785,0.76,0.16,0.41,0.13,0.083,0.15,0.2,0.99,0.76,0.3,0.68,0.57
786,0.76,0.16,0.41,0.13,0.083,0.15,0.2,0.99,0.76,0.3,0.68,0.57
787,0.77,0.3,0.24,0.12,0.079,0.26,0.19,0.99,0.76,0.35,0.72,0.71
788,0.77,0.3,0.24,0.12,0.079,0.26,0.19,0.99,0.76,0.35,0.72,0.71
789,0.66,0.35,0.17,0.17,0.099,0.29,0.41,0.99,0.73,0.31,0.66,0.57
790,0.57,0.17,0.43,0.15,0.08199999999999999,0.25,0.28,0.98,0.8,0.45,0.69,0.71
791,0.68,0.36,0.17,0.17,0.084,0.35,0.44,0.99,0.77,0.33,0.68,0.57
792,0.54,0.34,0.02,0.14,0.081,0.24,0.29,0.99,0.84,0.38,0.69,0.71
793,0.59,0.33,0.0,0.15,0.055,0.1,0.04,0.98,0.81,0.35,0.77,0.57
794,0.78,0.1,0.54,0.13,0.065,0.1,0.08,0.98,0.75,0.32,0.89,0.71
795,0.83,0.53,0.3,0.15,0.132,0.1,0.2,0.99,0.7,0.87,0.73,0.57
796,0.67,0.23,0.31,0.14,0.126,0.33,0.21,0.99,0.73,0.5,0.68,0.57
797,0.72,0.17,0.44,0.08,0.038,0.29,0.14,0.98,0.77,0.56,0.77,0.86
798,0.72,0.26,0.34,0.21,0.08199999999999999,0.07,0.04,0.99,0.79,0.31,0.76,0.71
799,0.72,0.26,0.34,0.21,0.08199999999999999,0.07,0.04,0.99,0.79,0.31,0.76,0.71
800,0.55,0.34,0.08,0.24,0.08199999999999999,0.36,0.37,0.98,0.78,0.31,0.67,0.57
801,0.66,0.29,0.09,0.19,0.068,0.11,0.05,0.99,0.77,0.25,0.71,0.57
802,0.38,0.32,0.0,0.09,0.044000000000000004,0.19,0.29,0.97,0.87,0.67,0.92,0.86
803,0.59,0.3,0.08,0.14,0.114,0.19,0.15,0.98,0.77,0.43,0.68,0.71
804,0.64,0.27,0.22,0.15,0.084,0.06,0.05,0.98,0.78,0.36,0.7,0.71
805,0.63,0.11,0.4,0.13,0.052000000000000005,0.06,0.02,0.98,0.8,0.47,0.91,0.86
806,0.64,0.09,0.39,0.11,0.040999999999999995,0.06,0.02,0.98,0.78,0.47,0.89,0.86
807,0.63,0.11,0.4,0.13,0.052000000000000005,0.06,0.02,0.98,0.8,0.47,0.91,0.86
808,0.57,0.28,0.12,0.1,0.165,0.06,0.03,0.98,0.78,0.6,0.65,0.57
809,0.58,0.25,0.31,0.16,0.07,0.06,0.04,0.98,0.77,0.34,0.73,0.71
810,0.56,0.25,0.1,0.15,0.068,0.06,0.04,0.98,0.79,0.27,0.75,0.57
811,1.0,0.26,0.55,0.16,0.07200000000000001,0.1,0.07,0.99,0.73,0.45,0.78,0.71
812,0.85,0.23,0.33,0.14,0.099,0.28,0.12,0.99,0.77,0.47,0.77,0.57
813,0.54,0.18,0.24,0.11,0.102,0.06,0.01,0.98,0.83,0.37,0.81,0.43
